Date Time Hour Beginning,Original Res Forecast before Lockdown,Residual Forecast,RSA Contracted Forecast,Dispatchable Generation,Residual Demand,RSA Contracted Demand,International Exports,International Imports,Thermal Generation,Nuclear Generation,Eskom Gas Generation,Eskom OCGT Generation,Hydro Water Generation,Pumped Water Generation,ILS Usage,Manual Load_Reduction(MLR),IOS Excl ILS and MLR,Dispatchable IPP OCGT,Eskom Gas SCO,Eskom OCGT SCO,Hydro Water SCO,Pumped Water SCO Pumping,Wind,PV,CSP,Other RE,Total RE,Wind Installed Capacity,PV Installed Capacity,CSP Installed Capacity,Other RE Installed Capacity,Total RE Installed Capacity,Installed Eskom Capacity,Total PCLF,Total UCLF,Total OCLF,Total UCLF+OCLF,Non Comm Sentout,Drakensberg Gen Unit Hours,Palmiet Gen Unit Hours,Ingula Gen Unit Hours
2018-06-06 12:00:00 PM,,28782.003,30865.031,27520.89,27520.89,29609.525,1642.105,1279.0,25389.49,896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-38.0,751.019,1128.201,191.694,17.721,2088.635,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2689.0,5958.975,379.062,6338,037,357.002,93.3,47.6,50.21
2018-06-06 01:00:00 PM,,28341.097,30319.491,27148.81,27148.81,29179.937,1599.339,1284.0,24895.52,895.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.02,-2.0,-3.73,0.0,-34.0,666.666,1095.871,251.562,17.028,2031.127,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2689.0,6094.658,379.062,6473,72,353.0,93.3,47.2,50.21
2018-06-06 02:00:00 PM,,28396.738,30179.333,27724.869,27724.869,29599.536,1661.637,1275.0,24843.39,895.0,0.0,0.0,0.0,739.0,0.0,0.0,0.0,0.079,-2.0,-3.6,0.0,-22.0,571.071,998.149,290.119,15.328,1874.667,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2652.25,6656.982,379.062,7036,044,342.002,92.1,47.2,49.73
2018-06-06 03:00:00 PM,,29426.347,30908.783,28780.27,28780.27,30348.823,1701.371,1281.0,25746.0,893.0,0.0,0.0,0.0,887.0,0.0,0.0,0.0,0.0,-2.0,-1.73,0.0,-23.0,485.83,779.467,287.041,16.215,1568.553,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2542.0,6812.623,383.062,7195,685,341.0,92.7,47.2,48.37
2018-06-06 04:00:00 PM,,31119.762,32186.418,30276.424,30276.424,31351.276,1725.499,1235.0,27419.0,892.0,0.0,0.0,0.0,756.0,0.0,0.0,0.0,4.024,-2.0,-1.6,0.0,-26.0,405.905,373.185,280.113,15.649,1074.852,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2542.0,7107.576,409.062,7516,638,345.0,92.1,46.8,46.84
2018-06-06 05:00:00 PM,,32948.879,33577.47,32636.411,32754.911,33408.802,1774.548,1195.0,28399.0,893.0,0.0,110.0,100.0,1331.0,22.5,0.0,96.0,628.411,-2.0,0.0,0.0,-18.0,404.013,29.671,204.093,16.114,653.891,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2542.0,6741.106,396.587,7137,693,348.002,92.1,46.0,45.14
2018-06-06 06:00:00 PM,,34239.521,34767.196,33940.595,34464.095,35018.24,1599.953,1142.0,28548.0,893.0,0.0,281.0,334.0,1904.0,427.5,0.0,96.0,841.595,-2.0,0.0,0.0,-1.0,370.297,0.0,167.536,16.312,554.145,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2542.0,6728.148,403.15,7131,298,346.0,91.2,43.7,43.11
2018-06-06 07:00:00 PM,,33784.34,34310.016,33252.627,33252.627,33785.779,1738.403,1114.0,28818.0,894.0,0.0,125.0,42.0,1502.0,0.0,0.0,0.0,769.227,-2.0,-1.6,0.0,-8.0,364.594,0.0,151.547,17.011,533.152,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2542.0,6458.239,403.417,6861,656,347.0,90.0,42.5,39.8
2018-06-06 08:00:00 PM,,31375.433,31902.308,31367.85,31367.85,31899.588,1734.464,1211.0,28517.0,896.0,0.0,0.0,0.0,740.0,0.0,0.0,0.0,28.58,-2.0,-2.73,0.0,-20.0,397.291,0.0,118.776,15.671,531.738,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2542.0,6208.905,387.795,6596,7,348.0,89.0,41.7,36.5
2018-06-06 09:00:00 PM,,28510.362,29029.125,28340.4,28340.4,28973.862,1554.994,1335.0,27178.0,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-1061.0,535.189,0.0,81.672,16.601,633.462,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2807.2,6043.978,386.7,6430,678,348.003,88.6,40.3,34.68
2018-06-06 10:00:00 PM,,25502.571,26106.684,25435.27,25435.27,26103.69,1575.598,1261.0,25336.0,893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-2049.0,651.603,0.0,0.0,16.817,668.42,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3154.0,5861.462,386.7,6248,162,343.0,89.0,41.7,35.55
2018-06-06 11:00:00 PM,,23746.591,24432.909,23276.27,23276.27,24186.934,1503.489,1242.0,23411.0,895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-2266.0,893.836,0.0,0.0,16.828,910.664,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3154.0,5793.058,386.7,6179,758,347.0,90.3,43.3,38.2
2018-06-07 12:00:00 AM,,22655.554,23479.389,22272.4,22272.4,23324.829,1411.786,1329.0,22317.0,896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-2264.0,1035.597,0.0,0.0,16.832,1052.429,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3154.0,5790.957,443.283,6234,24,341.0,91.2,44.8,41.51
2018-06-07 01:00:00 AM,,22337.542,23239.631,21871.27,21871.27,22876.333,1382.413,1333.0,21909.0,895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-2260.0,988.242,0.0,0.0,16.821,1005.063,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3154.0,5827.923,871.7,6699,623,341.0,92.1,46.8,44.88
2018-06-07 02:00:00 AM,,22060.045,23009.041,21692.4,21692.4,22771.179,1353.94,1329.0,21735.0,893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-2259.0,1061.957,0.0,0.0,16.822,1078.779,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3154.0,5827.923,871.7,6699,623,342.0,93.3,48.0,48.03
2018-06-07 03:00:00 AM,,22352.977,23342.913,22002.27,22002.27,23149.984,1367.154,1299.0,22063.0,892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-2246.0,1130.883,0.0,0.0,16.831,1147.714,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3154.0,5682.783,871.7,6554,483,346.0,94.2,49.6,51.26
2018-06-07 04:00:00 AM,,24332.364,25353.03,23902.27,23902.27,25037.911,1485.041,1254.0,23872.0,892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-2110.0,1118.823,0.0,0.0,16.818,1135.641,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3154.0,5757.896,814.2,6572,096,348.0,95.1,51.2,54.48
2018-06-07 05:00:00 AM,,28180.606,29230.719,27583.4,27583.4,28672.651,1745.37,1295.0,25182.0,892.0,0.0,0.0,0.0,509.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-289.0,1072.453,0.0,0.0,16.798,1089.251,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3299.533,6715.081,296.7,7011,781,354.0,96.3,53.2,57.69
2018-06-07 06:00:00 AM,,30163.773,31214.245,29708.4,29708.4,30872.077,1716.755,1295.0,26430.0,892.0,0.0,0.0,0.0,1111.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-14.0,1146.221,0.145,0.0,17.311,1163.677,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3341.583,6991.959,297.378,7289,337,355.0,95.7,52.0,57.69
2018-06-07 07:00:00 AM,,29900.798,30983.835,29598.27,29598.27,30805.933,1736.667,1279.0,26591.0,892.0,0.0,0.0,174.0,690.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-22.0,1124.866,65.125,0.0,17.672,1207.663,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3397.0,6810.988,308.209,7119,197,359.0,95.1,50.8,56.33
2018-06-07 08:00:00 AM,,29614.98,31024.675,29360.53,29360.53,30936.479,1729.881,1247.0,26099.0,891.0,0.0,0.0,199.0,946.0,0.0,0.0,0.0,0.0,-2.0,-3.47,0.0,-16.0,1087.334,469.425,1.519,17.671,1575.949,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3397.0,6832.595,386.876,7219,471,358.003,94.2,48.8,55.44
2018-06-07 09:00:00 AM,,29868.936,31635.494,29287.27,29287.27,31247.63,1677.842,1246.0,25804.0,892.0,0.0,0.0,39.0,1322.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-10.0,1021.786,846.104,74.469,18.001,1960.36,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3203.2,6957.774,386.876,7344,65,357.0,93.6,47.6,53.39
2018-06-07 10:00:00 AM,,29542.263,31575.924,28904.27,28904.27,30990.185,1688.788,1243.0,25478.0,891.0,0.0,0.0,0.0,1307.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-9.0,937.238,984.63,145.092,18.955,2085.915,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2745.417,7318.405,386.876,7705,281,357.0,93.0,47.2,51.19
2018-06-07 11:00:00 AM,,28949.082,31085.105,28356.53,28356.53,30472.658,1740.227,1241.0,25134.0,893.0,0.0,0.0,0.0,1103.0,0.0,0.0,0.0,0.0,-2.0,-3.47,0.0,-9.0,887.686,1049.678,160.298,18.466,2116.128,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2690.0,7015.477,386.876,7402,353,363.0,92.1,46.0,48.51
2018-06-07 12:00:00 PM,,28371.666,30562.196,27600.27,27600.27,29794.49,1702.371,1256.0,25076.0,894.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-23.0,935.915,1080.459,158.914,18.932,2194.22,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2690.0,7147.506,386.876,7534,382,354.0,91.5,44.8,46.11
2018-06-07 01:00:00 PM,,27893.623,30158.1,27477.4,27477.4,29593.455,1669.006,1277.0,24505.0,893.0,0.0,0.0,0.0,824.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-16.0,908.067,1037.761,151.324,18.903,2116.055,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2690.0,7345.533,386.876,7732,409,344.0,90.8,44.8,45.85
2018-06-07 02:00:00 PM,,27900.484,30096.585,27703.17,27703.17,29664.482,1657.729,1282.0,24512.9,892.0,0.0,0.0,0.0,1033.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-11.0,819.86,966.657,155.889,18.906,1961.312,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2715.5,7512.349,386.876,7899,225,342.002,90.3,44.8,44.44
2018-06-07 03:00:00 PM,,28732.556,30669.691,28585.4,28585.4,30354.12,1706.061,1261.0,25361.0,892.0,0.0,0.0,0.0,1095.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-18.0,782.013,759.022,208.789,18.896,1768.72,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2936.8,7516.261,329.732,7845,993,341.0,89.7,43.7,42.62
2018-06-07 04:00:00 PM,,30409.946,31944.006,30358.426,30358.426,31731.251,1776.896,1216.0,27075.0,892.0,0.0,0.0,0.0,1186.0,0.0,0.0,0.0,11.156,-2.0,-2.73,0.0,-17.0,749.056,344.241,260.629,18.899,1372.825,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2848.0,7622.047,316.108,7938,155,339.0,89.0,42.5,40.74
2018-06-07 05:00:00 PM,,32547.069,33599.307,32620.601,32716.601,33649.94,1967.657,1179.0,27822.0,892.0,0.0,404.0,185.0,1395.0,0.0,0.0,96.0,765.201,-2.0,-1.6,0.0,-18.0,710.492,24.061,179.872,18.914,933.339,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2848.0,7194.679,577.608,7772,287,346.0,87.8,40.9,38.76
2018-06-07 06:00:00 PM,,34029.227,34943.876,34084.474,34180.474,35058.082,2179.538,1139.0,28085.0,894.0,0.0,989.0,326.0,1662.0,0.0,0.0,96.0,999.204,-2.0,-1.73,0.0,-6.0,695.165,0.0,163.53,18.913,877.608,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2848.0,7295.904,336.108,7632,012,347.003,86.6,40.3,36.29
2018-06-07 07:00:00 PM,,33275.89,34138.914,33288.622,33288.622,34130.23,2050.645,1154.0,28207.0,894.0,0.0,356.0,26.0,1726.0,0.0,0.0,0.0,937.222,-2.0,-2.6,0.0,-7.0,678.526,0.0,144.166,18.916,841.608,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2669.5,7318.949,359.058,7678,007,345.002,85.0,38.5,33.23
2018-06-07 08:00:00 PM,,31015.404,31829.978,31154.602,31154.602,31973.16,1847.313,1151.0,27980.0,893.0,0.0,0.0,0.0,1080.0,0.0,0.0,0.0,67.202,-2.0,-3.6,0.0,-11.0,693.009,0.0,106.703,18.846,818.558,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2542.0,7125.255,368.608,7493,863,346.0,84.2,37.7,29.98
2018-06-07 09:00:00 PM,,28179.441,28914.819,28622.27,28622.27,29351.222,1675.064,1277.0,27150.0,893.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-758.0,613.822,0.0,96.77,18.36,728.952,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2666.0,6941.222,327.441,7268,663,351.0,83.8,36.9,27.06
2018-06-07 10:00:00 PM,,25346.241,25934.955,25876.27,25876.27,26338.565,1557.352,1248.0,25760.0,895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-2021.0,442.217,0.0,1.423,18.655,462.295,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2728.0,6787.727,316.108,7103,835,346.0,84.2,38.1,27.77
2018-06-07 11:00:00 PM,,23692.408,24250.386,24040.4,24040.4,24470.383,1476.718,1279.0,23919.0,895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-2047.0,411.068,0.0,0.0,18.915,429.983,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2728.0,6729.779,316.108,7045,887,345.0,85.0,39.7,31.03
2018-06-08 12:00:00 AM,,22650.728,23186.226,23262.27,23262.27,23631.036,1516.005,1265.0,23328.0,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-2219.0,349.857,0.0,0.0,18.909,368.766,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2728.0,6632.768,316.108,6948,876,345.0,85.4,41.7,34.27
2018-06-08 01:00:00 AM,,22437.784,22944.196,22916.4,22916.4,23292.291,1503.21,1316.0,23000.0,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-2288.0,356.97,0.0,0.0,18.921,375.891,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2728.0,6514.199,316.108,6830,307,346.0,86.6,43.3,37.92
2018-06-08 02:00:00 AM,,22311.123,22784.391,22851.4,22851.4,23215.418,1498.75,1318.0,22919.0,893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-2273.0,345.092,0.0,0.0,18.926,364.018,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2728.0,6657.837,316.108,6973,945,345.002,87.8,44.8,40.91
2018-06-08 03:00:00 AM,,22719.31,23153.899,23246.27,23246.27,23547.807,1514.865,1271.0,23353.0,893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-2265.0,282.62,0.0,0.0,18.917,301.537,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2728.0,6680.174,316.108,6996,282,345.0,89.0,46.0,44.18
2018-06-08 04:00:00 AM,,24644.455,25007.834,24953.4,24953.4,25240.72,1547.365,1246.0,24605.0,892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-1784.0,268.512,0.0,0.0,18.808,287.32,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2728.0,6751.329,316.108,7067,437,342.002,90.0,47.6,47.5
2018-06-08 05:00:00 AM,,28506.968,28849.683,28817.4,28817.4,29115.464,1783.588,1272.0,26655.0,892.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-132.0,279.579,0.0,0.0,18.485,298.064,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2728.0,6986.607,316.108,7302,715,334.0,90.8,49.6,49.66
2018-06-08 06:00:00 AM,,30380.955,30734.158,30691.27,30691.27,30973.464,1743.462,1255.0,27481.0,892.0,0.0,0.0,15.0,1068.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-14.0,263.625,0.144,0.0,18.425,282.194,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2728.0,7350.452,317.867,7668,319,342.0,91.2,50.0,49.32
2018-06-08 07:00:00 AM,,29933.51,30354.811,30744.27,30744.27,31058.624,1744.529,1182.0,27146.0,892.0,0.0,0.0,204.0,1341.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-15.0,233.157,63.249,0.0,17.948,314.354,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2728.0,7534.41,317.928,7852,338,342.0,90.0,48.0,48.03
2018-06-08 08:00:00 AM,,29852.706,30625.266,30539.4,30539.4,31194.743,1798.739,1130.0,26844.0,892.0,0.0,0.0,211.0,1482.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-14.0,194.365,443.37,0.0,17.608,655.343,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2728.0,7641.236,317.928,7959,164,340.0,88.6,46.8,46.37
2018-06-08 09:00:00 AM,,29856.813,30966.443,30743.4,30750.9,31740.036,1803.904,1191.0,27033.0,893.0,0.0,0.0,2.0,1641.0,0.0,0.0,7.5,0.0,-2.0,-3.6,0.0,-11.0,156.808,784.876,29.817,17.635,989.136,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2728.0,7782.115,317.928,8100,043,332.0,87.0,44.0,44.5
2018-06-08 10:00:00 AM,,29265.317,30573.998,29959.27,29989.27,31243.367,1761.249,1171.0,26459.0,894.0,0.0,0.0,0.0,1452.0,0.0,0.0,30.0,0.0,-2.0,-3.73,0.0,-11.0,176.271,972.887,87.555,17.384,1254.097,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2728.0,8111.824,317.928,8429,752,313.002,85.4,42.5,42.12
2018-06-08 11:00:00 AM,,28610.295,30031.027,28782.4,28812.4,30173.548,1720.489,1165.0,26146.0,893.0,0.0,0.0,0.0,595.0,0.0,0.0,30.0,0.0,-2.0,-2.6,0.0,-12.0,186.472,1050.065,107.24,17.371,1361.148,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2728.0,8157.793,317.928,8475,721,313.0,84.6,40.3,39.51
2018-06-08 12:00:00 PM,,28058.015,29569.813,28555.27,28585.27,30018.483,1694.552,1196.0,25913.0,893.0,0.0,0.0,0.0,577.0,0.0,0.0,30.0,0.0,-2.0,-1.73,0.0,-20.0,207.938,1094.65,113.505,17.12,1433.213,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2728.0,8088.87,317.928,8406,798,314.0,85.0,38.5,37.81
2018-06-08 01:00:00 PM,,27460.076,28994.925,27760.4,27760.4,29215.823,1644.537,1196.0,25267.0,893.0,0.0,47.0,0.0,386.0,0.0,0.0,0.0,0.0,-2.0,-1.6,0.0,-25.0,264.447,1056.713,117.437,16.826,1455.423,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2728.0,7992.394,317.928,8310,322,308.0,85.0,38.5,35.76
2018-06-08 02:00:00 PM,,27120.516,28619.677,27702.449,27702.449,29096.054,1604.093,1175.0,25082.0,895.0,0.0,0.0,0.0,578.0,0.0,0.0,0.0,0.179,-2.0,-1.73,0.0,-24.0,370.669,893.576,112.503,16.857,1393.605,2077.72,1474.19,300.0,21.78,3873.69,44546.0,2728.0,8164.121,317.928,8482,049,312.0,85.0,38.5,34.88
2018-06-08 03:00:00 PM,,27460.906,28773.175,28149.4,28149.4,29265.147,1648.794,1201.0,25457.0,895.0,0.0,0.0,0.0,632.0,0.0,0.0,0.0,0.0,-2.0,-1.6,0.0,-32.0,362.477,627.118,109.424,16.728,1115.747,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3157.0,8135.944,306.829,8442,773,308.0,85.0,38.1,33.77
2018-06-08 04:00:00 PM,,28438.206,29503.787,29060.946,29060.946,29866.077,1734.942,1187.0,26148.0,894.0,0.0,0.0,0.0,838.0,0.0,0.0,0.0,22.676,-2.0,-1.73,0.0,-25.0,344.867,286.365,157.584,16.315,805.131,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3313.0,8286.241,273.63,8559,871,304.002,84.6,36.9,32.99
2018-06-08 05:00:00 PM,,30346.975,31052.575,30870.081,30966.081,31501.545,1824.027,1143.0,26287.0,893.0,0.0,88.0,235.0,1477.0,0.0,0.0,96.0,762.081,-2.0,0.0,0.0,-13.0,345.097,24.402,149.699,16.266,535.464,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3313.0,8247.064,276.63,8523,694,305.0,83.8,36.1,31.95
2018-06-08 06:00:00 PM,,31866.341,32527.121,31733.103,32322.853,32776.504,1800.732,1053.0,26263.0,892.0,0.0,292.0,289.0,1954.0,493.75,0.0,96.0,993.103,-2.0,0.0,0.0,-1.0,323.403,0.0,114.03,16.218,453.651,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3313.0,8280.673,276.63,8557,303,322.003,81.8,34.1,29.98
2018-06-08 07:00:00 PM,,31549.486,32212.967,31051.489,31634.239,32108.13,1517.381,1125.0,26270.0,893.0,0.0,294.0,14.0,1463.0,582.75,0.0,0.0,1006.219,-2.0,-1.73,0.0,-10.0,356.59,0.0,101.084,16.217,473.891,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3313.0,8364.363,277.001,8641,363,342.0,81.0,32.1,26.79
2018-06-08 08:00:00 PM,,30179.208,30887.171,30124.866,30124.866,30751.976,1610.071,1197.0,26421.0,893.0,0.0,39.0,0.0,1003.0,0.0,0.0,0.0,599.596,-2.0,-1.73,0.0,-24.0,511.268,0.0,99.908,15.934,627.11,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3313.0,8224.31,293.14,8517,45,303.0,79.8,31.0,23.87
2018-06-08 09:00:00 PM,,28153.962,28921.982,27798.162,27798.162,28533.537,1594.952,1237.0,25550.0,893.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.762,-2.0,-1.6,0.0,-91.0,625.397,0.0,94.218,15.76,735.375,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3313.0,8151.757,293.14,8444,897,316.0,79.0,29.7,22.05
2018-06-08 10:00:00 PM,,25821.47,26624.774,25558.27,25558.27,26336.826,1593.986,968.0,24896.0,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-1194.0,762.57,0.0,0.106,15.88,778.556,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3313.0,7811.673,293.14,8104,813,320.002,79.4,29.0,21.6
2018-06-08 11:00:00 PM,,24060.699,25007.573,23537.4,23537.4,24581.371,1596.752,905.0,23914.0,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-2170.0,1028.575,0.0,0.0,15.396,1043.971,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3668.867,7390.406,293.14,7683,546,298.005,79.8,30.75,22.76
2018-06-09 12:00:00 AM,,22633.764,23702.204,22451.4,22451.4,23696.31,1546.772,924.0,22931.0,895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-2293.0,1229.595,0.0,0.0,15.315,1244.91,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3610.0,7286.181,293.14,7579,321,294.0,80.6,32.5,26.4
2018-06-09 01:00:00 AM,,21941.639,23111.2,21878.27,21878.27,23159.254,1519.564,931.0,22352.0,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-2293.0,1265.605,0.0,0.0,15.379,1280.984,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3421.9,7284.309,293.14,7577,449,303.002,81.8,34.9,29.72
2018-06-09 02:00:00 AM,,21538.094,22793.888,21579.4,21579.4,22932.235,1516.363,1031.0,21946.0,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-2286.0,1338.352,0.0,0.0,14.483,1352.835,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3313.0,7258.461,293.14,7551,601,346.0,83.0,36.1,32.99
2018-06-09 03:00:00 AM,,21557.087,22887.161,21477.27,21477.27,22918.872,1526.593,1000.0,21878.0,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-2289.0,1427.347,0.0,0.0,14.255,1441.602,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3313.0,7257.461,293.14,7550,601,351.0,84.2,38.1,36.34
2018-06-09 04:00:00 AM,,22030.665,23417.273,22064.4,22064.4,23463.967,1535.72,959.0,22508.0,893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-2290.0,1385.194,0.0,0.0,14.373,1399.567,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3313.0,7234.544,293.14,7527,684,355.0,85.4,39.7,39.62
2018-06-09 05:00:00 AM,,22940.295,24347.324,23159.27,23159.27,24549.713,1566.192,1246.0,23265.0,893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-2239.0,1376.206,0.0,0.0,14.237,1390.443,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3313.0,6971.461,293.14,7264,601,352.0,86.6,43.3,42.93
2018-06-09 06:00:00 AM,,24523.597,25925.493,24596.27,24596.27,25998.178,1660.518,1256.0,24144.0,892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.73,0.0,-1690.0,1387.469,0.139,0.0,14.3,1401.908,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3313.0,6668.727,293.14,6961,867,345.002,87.8,43.5,46.24
2018-06-09 07:00:00 AM,,26878.13,28329.28,27166.4,27166.4,28523.136,1704.628,1255.0,25082.0,893.0,0.0,0.0,206.0,110.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-374.0,1283.863,57.902,0.0,14.971,1356.736,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3313.0,6596.668,293.14,6889,808,347.0,88.6,43.7,48.84
2018-06-09 08:00:00 AM,,28364.989,30111.036,28691.4,28691.4,30309.35,1774.37,1254.0,26048.0,893.0,0.0,0.0,211.0,415.0,0.0,0.0,0.0,0.0,-2.0,-3.6,0.0,-124.0,1202.638,400.411,0.0,14.901,1617.95,2077.72,1474.19,300.0,21.78,3873.69,44546.0,3313.0,6264.647,332.92,6597,567,347.0,89.0,44.0,49.18
